Year,Coal,Natural Gas,Petroleum Products,Nuclear Electric Power,Oil Price
2034,1.7282185529030132,15.606729696950751,13.919339713735349,1.7332409742891433,8.075696112248712
2035,1.7030794543799674,15.781037727302795,13.921370876927227,1.7608553421467985,8.082738789230222
2036,1.6783060354600539,15.955345757654838,13.923402040119106,1.7884697100044535,8.089781466211729
2037,1.6538929768764727,16.129653788006884,13.925433203310984,1.8160840778621088,8.096824143193238
2038,1.6298350367378076,16.303961818358925,13.927464366502862,1.843698445719764,8.103866820174748
2039,1.6061270494025026,16.47826984871097,13.929495529694742,1.8713128135774193,8.110909497156257
2040,1.5827639243697136,16.65257787906301,13.93152669288662,1.8989271814350743,8.117952174137766
2041,1.5597406451862932,16.826885909415054,13.9335578560785,1.9265415492927296,8.124994851119274
2042,1.537052268369673,17.0011939397671,13.935589019270378,1.9541559171503848,8.132037528100783
2043,1.514693922346417,17.175501970119143,13.937620182462258,1.98177028500804,8.139080205082292
2044,1.492660806406212,17.349810000471187,13.939651345654136,2.0093846528656956,8.146122882063802
2045,1.4709481896710759,17.52411803082323,13.941682508846014,2.0369990207233504,8.153165559045311
2046,1.4495514100795583,17.698426061175272,13.943713672037893,2.0646133885810056,8.160208236026818
2047,1.428465873385719,17.872734091527317,13.945744835229773,2.092227756438661,8.167250913008328
2048,1.4076870521726663,18.047042121879358,13.947775998421651,2.119842124296316,8.174293589989837
2049,1.3872104848804445,18.221350152231402,13.94980716161353,2.1474564921539714,8.181336266971346
2050,1.3670317748480632,18.395658182583446,13.951838324805408,2.1750708600116266,8.188378943952856
