Year,Coal,Natural Gas,Petroleum Products,Nuclear Electric Power,Oil Price
2039,0.7359030596166505,13.187259582804854,12.90401540641041,0.0,8.110909497156257
2040,0.7187054194020509,13.323617838741749,12.895582540693804,0.0,8.117952174137766
2041,0.7019096783575742,13.459976094678643,12.887149674977199,0.0,8.124994851119274
2042,0.6855064443258704,13.596334350615539,12.878716809260592,0.0,8.132037528100783
2043,0.6694865446390191,13.732692606552433,12.870283943543987,0.0,8.139080205082292
2044,0.6538410209891854,13.869050862489328,12.86185107782738,0.0,8.146122882063802
2045,0.6385611244191454,14.005409118426224,12.853418212110775,0.0,8.153165559045311
2046,0.6236383104298799,14.141767374363118,12.844985346394168,0.0,8.160208236026818
2047,0.6090642342025019,14.278125630300012,12.836552480677561,0.0,8.167250913008328
2048,0.5948307459318436,14.414483886236908,12.828119614960956,0.0,8.174293589989837
2049,0.5809298862690959,14.550842142173803,12.81968674924435,0.0,8.181336266971346
2050,0.5673538818709507,14.687200398110699,12.811253883527744,0.0,8.188378943952856
